"AdmiClusterLayer__c","Area_kort__c","Attribute__c","Enddate__c","Name","Name_short__c","OE_code__c","Push_Notification_Group_Rem_Conf_Sch__c","RecordTypeId","Sap_id__c","Startdate__c"
"","ributie Waddinxveen 2","ARE","2999-12-31","Distributie Waddinxveen 2","DPW-DS2","","false","01230000000bdAkAAI","51014189","2014-11-24"
"","ributie Waddinxveen Team 2","TM","2999-12-31","Distributie Waddinxveen Team 2","DPW-DST2","18889","false","01230000000bdAkAAI","51014190","2014-11-24"
"","rvices","BA4","2999-12-31","E-Services","ONL-E-SERV","","false","012a0000001ZR7MAAW","51014193","2014-11-27"
"","edactie","BA4","2999-12-31","Webredactie","ONL-WEBR","","false","012a0000001ZR7MAAW","51014192","2014-11-27"
"","tegic Change","BA2","2999-12-31","Strategic Change","PIT-SC","","false","012a0000001ZR7MAAW","51014093","2014-12-02"
"","itectuur","ARE","2999-12-31","Architectuur","PIT-AC","","false","01230000000bdAkAAI","51014094","2014-12-02"
"","ram Management Office","ARE","2999-12-31","Program Management Office","PIT-PMO","","false","01230000000bdAkAAI","51014095","2014-12-02"
"","rprise Data Management","ARE","2999-12-31","Enterprise Data Management","PIT-EDM","","false","01230000000bdAkAAI","51014096","2014-12-02"
"","ness IT Customer Excellence","BA2","2999-12-31","Business IT Customer Excellence","PIT-IC","","false","012a0000001ZR7MAAW","51014097","2014-12-02"
"","ectmanagement BIT Commercie","ARE","2999-12-31","Projectmanagement BIT Commercie","PIT-PBC","","false","01230000000bdAkAAI","51014098","2014-12-02"
"","ness Consultancy BIT Commercie","ARE","2999-12-31","Business Consultancy BIT Commercie","PGIT-BCBC","","false","01230000000bdAkAAI","51014099","2014-12-02"
"","ness IT Mail NL","BA2","2999-12-31","Business IT Mail NL","PIT-BIP","","false","012a0000001ZR7MAAW","51014202","2014-12-02"
"","ectmanagement BIT Productie","ARE","2999-12-31","Projectmanagement BIT Productie","PIT-PBP","","false","01230000000bdAkAAI","51014203","2014-12-02"
"","nologie en Innovatie","ARE","2999-12-31","Technologie en Innovatie","PIT-BCBP","","false","01230000000bdAkAAI","51014204","2014-12-02"
"","ness Requirements BIT Productie","ARE","2999-12-31","Business Requirements BIT Productie","PIT-BRBP","","false","01230000000bdAkAAI","51014205","2014-12-02"
"","ness IT Pakketten & logistiek","BA2","2999-12-31","Business IT Pakketten & logistiek","PIT-BITP","","false","012a0000001ZR7MAAW","51014206","2014-12-02"
"","ectmanagement BIT Pakketten","ARE","2999-12-31","Projectmanagement BIT Pakketten","PIT-PMBP","","false","01230000000bdAkAAI","51014207","2014-12-02"
"","ness Consultancy BIT Pakketten","ARE","2999-12-31","Business Consultancy BIT Pakketten","PIT-BCBPK","","false","01230000000bdAkAAI","51014208","2014-12-02"
"","ness IT Logistic Solutions","BA2","2999-12-31","Business IT Logistic Solutions","PIT-BILS","","false","012a0000001ZR7MAAW","51014211","2014-12-02"
"","ness Consultancy Logistic Sol.","ARE","2999-12-31","Business Consultancy Logistic Sol.","PIT-BCLS","","false","01230000000bdAkAAI","51014213","2014-12-02"
"","ness Requirements Logistic Sol.","ARE","2999-12-31","Business Requirements Logistic Sol.","PIT-BRLS","","false","01230000000bdAkAAI","51014214","2014-12-02"
"","ness IT Business Support","BA2","2999-12-31","Business IT Business Support","PIT-BIBS","","false","012a0000001ZR7MAAW","51014216","2014-12-02"
"","peratie","ARE","2999-12-31","IT Operatie","PIT-IO","","false","01230000000bdAkAAI","51014220","2014-12-02"
"","-Besch. stukken-01","TM","2999-12-31","SNWG-Besch. stukken-01","SNWG-BS-T1","19033","false","01230000000bdAnAAI","51014333","2014-12-03"
"","-Klein-TM1-01","TM","2999-12-31","SNWG-Klein-TM1-01","SNWG-SMK-T01","18933","false","01230000000bdAnAAI","51014226","2014-12-03"
"","-Klein-TM1-04","TM","2999-12-31","SNWG-Klein-TM1-04","SNWG-SMK-T04","18934","false","01230000000bdAnAAI","51014228","2014-12-03"
"","-Klein-TM1-02","TM","2999-12-31","SNWG-Klein-TM1-02","SNWG-SMK-T02","18945","false","01230000000bdAnAAI","51014239","2014-12-03"
"","-Klein-TM1-07","TM","2999-12-31","SNWG-Klein-TM1-07","SNWG-SMK-T07","18946","false","01230000000bdAnAAI","51014240","2014-12-03"
"","-Klein-TM1-03","TM","2999-12-31","SNWG-Klein-TM1-03","SNWG-SMK-T03","18950","false","01230000000bdAnAAI","51014244","2014-12-03"
"","-SMX-TM17-04","TM","2999-12-31","SNWG-SMX-TM17-04","SNWG-SMX-T04","18957","false","01230000000bdAnAAI","51014251","2014-12-03"
"","-SMX-TM17-01","TM","2999-12-31","SNWG-SMX-TM17-01","SNWG-SMX-T01","18960","false","01230000000bdAnAAI","51014254","2014-12-03"
"","-SMX-TM17-02","TM","2999-12-31","SNWG-SMX-TM17-02","SNWG-SMX-T02","18961","false","01230000000bdAnAAI","51014255","2014-12-03"
"","-SMX-TM17-03","TM","2999-12-31","SNWG-SMX-TM17-03","SNWG-SMX-T03","18962","false","01230000000bdAnAAI","51014256","2014-12-03"
"","-Bundels-01","TM","2999-12-31","SNWG-Bundels-01","SNWG-BN-T1","19035","false","01230000000bdAnAAI","51014335","2014-12-03"
"","-IT-03","TM","2999-12-31","SNWG-IT-03","SNWG-IT-T03","19036","false","01230000000bdAnAAI","51014336","2014-12-03"
"","-IT-02","TM","2999-12-31","SNWG-IT-02","SNWG-IT-T02","19040","false","01230000000bdAnAAI","51014340","2014-12-03"
"","-AN-T-02","TM","2999-12-31","SNWG-AN-T-02","SNWG-AN-T02","18965","false","01230000000bdAnAAI","51014265","2014-12-03"
"","-AWN-01","TM","2999-12-31","SNWG-AWN-01","SNWG-AWN-T1","18971","false","01230000000bdAnAAI","51014271","2014-12-03"
"","-CSOSMA-TM6-01","TM","2999-12-31","SNWG-CSOSMA-TM6-01","SNWG-SOS-T1","18982","false","01230000000bdAnAAI","51014282","2014-12-03"
"","-CSOSMA-TM6-02","TM","2999-12-31","SNWG-CSOSMA-TM6-02","SNWG-SOS-T2","18983","false","01230000000bdAnAAI","51014283","2014-12-03"
"","-CSOSMA-TM6-03","TM","2999-12-31","SNWG-CSOSMA-TM6-03","SNWG-SOS-T3","18984","false","01230000000bdAnAAI","51014284","2014-12-03"
"","-Opzt-03","TM","2999-12-31","SNWG-Opzt-03","SNWG-OPZ-T3","18986","false","01230000000bdAnAAI","51014286","2014-12-03"
"","-Opzt-02","TM","2999-12-31","SNWG-Opzt-02","SNWG-OPZ-T2","18987","false","01230000000bdAnAAI","51014287","2014-12-03"
"","-Opzt-01","TM","2999-12-31","SNWG-Opzt-01","SNWG-OPZ-T1","18988","false","01230000000bdAnAAI","51014288","2014-12-03"
"","-CSOSMA-TM6-04","TM","2999-12-31","SNWG-CSOSMA-TM6-04","SNWG-SOS-T4","18989","false","01230000000bdAnAAI","51014289","2014-12-03"
"","-SMO-01","TM","2999-12-31","SNWG-SMO-01","SNWG-SMO-T1","19006","false","01230000000bdAnAAI","51014306","2014-12-03"
"","-SMO-02","TM","2999-12-31","SNWG-SMO-02","SNWG-SMO-T2","19007","false","01230000000bdAnAAI","51014307","2014-12-03"
"","-SMO-03","TM","2999-12-31","SNWG-SMO-03","SNWG-SMO-T3","19008","false","01230000000bdAnAAI","51014308","2014-12-03"
"","-Handsortering-02","TM","2999-12-31","SNWG-Handsortering-02","SNWG-HN-T02","19009","false","01230000000bdAnAAI","51014309","2014-12-03"
"","-HandCoderen-03","TM","2999-12-31","SNWG-HandCoderen-03","SNWG-HN-T03","19010","false","01230000000bdAnAAI","51014310","2014-12-03"
"","-Handsortering-01","TM","2999-12-31","SNWG-Handsortering-01","SNWG-HN-T01","19012","false","01230000000bdAnAAI","51014312","2014-12-03"
"","-Handsortering-04","TM","2999-12-31","SNWG-Handsortering-04","SNWG-HN-T04","19014","false","01230000000bdAnAAI","51014314","2014-12-03"
"","-Handsortering-05","TM","2999-12-31","SNWG-Handsortering-05","SNWG-HN-T05","19015","false","01230000000bdAnAAI","51014315","2014-12-03"
"","-IT-01","TM","2999-12-31","SNWG-IT-01","SNWG-IT-T01","19043","false","01230000000bdAnAAI","51014343","2014-12-03"
"","ercie Processen","ARE","2999-12-31","Commercie Processen","PIT-BRBC","","false","01230000000bdAkAAI","51014200","2014-12-02"
"","lijk","ARE","2999-12-31","Zakelijk","PIT-BRBCD2","","false","01230000000bdAkAAI","51014201","2014-12-02"
"","omer Interaction & BPA","ARE","2999-12-31","Customer Interaction & BPA","PIT-CI","","false","01230000000bdAkAAI","51014209","2014-12-02"
"","ness Requirements","ARE","2999-12-31","Business Requirements","PIT-BA","","false","01230000000bdAkAAI","51014210","2014-12-02"
"","ness & Sales Consultancy","ARE","2999-12-31","Business & Sales Consultancy","PIT-BSC","","false","01230000000bdAkAAI","51014212","2014-12-02"
"","ectmanagement BIT BS","ARE","2999-12-31","Projectmanagement BIT BS","PIT-PBBS","","false","01230000000bdAkAAI","51014217","2014-12-02"
"","ness Requirements BIT BS","ARE","2999-12-31","Business Requirements BIT BS","PIT-BRBBS","","false","01230000000bdAkAAI","51014219","2014-12-02"
"","compleet Productie","BO","2999-12-31","Overcompleet Productie","OVC PROD","","false","012a0000001ZR7MAAW","51014346","2014-12-05"
"","management NW/W","ARE","2999-12-31","Casemanagement NW/W","CM-NWW","","false","01230000000bdAkAAI","51014348","2014-12-05"
"","management ZW/ZO","ARE","2999-12-31","Casemanagement ZW/ZO","CM-ZWO","","false","01230000000bdAkAAI","51014349","2014-12-05"
"","omer care","BO","2999-12-31","Customer care","KLC","19103","false","012a0000001ZR7MAAW","51014397","2014-12-01"
"","ule en Communicatie","ARE","2999-12-31","Formule en Communicatie","R-FC","","false","01230000000bdAkAAI","51014398","2014-12-01"
"","nel management","ARE","2999-12-31","Channel management","R-CM","","false","01230000000bdAkAAI","51014399","2014-12-01"
"","omer development","ARE","2999-12-31","Customer development","R-CD","","false","01230000000bdAkAAI","51014400","2014-12-01"
"","d Sales Retail","ARE","2999-12-31","Field Sales Retail","R-FS","","false","01230000000bdAkAAI","51014401","2014-12-01"
"","d Sales Retail Zuid","BA4","2999-12-31","Field Sales Retail Zuid","R-FS1","19108","false","012a0000001ZR7MAAW","51014402","2014-12-01"
"","d Sales Retail Noord","BA4","2999-12-31","Field Sales Retail Noord","R-FS3","19110","false","012a0000001ZR7MAAW","51014404","2014-12-01"
"","urce Pool","ARE","2999-12-31","Resource Pool","PIT-RP","","false","01230000000bdAkAAI","51014405","2014-12-08"
"","compleet Commercie","BO","2999-12-31","Overcompleet Commercie","OVC-COMM","","false","012a0000001ZR7MAAW","51014427","2014-12-15"
"","management NO/C","ARE","2999-12-31","Casemanagement NO/C","CM-COM-NOC","","false","01230000000bdAkAAI","51014428","2014-12-15"
"","","BA4","2999-12-31","PMO","PNP-PMO","19169","false","012a0000001ZR7MAAW","51014476","2014-12-15"
"","sport","UA4","2999-12-31","Transport","PNP-TCPC","19170","false","012a0000001ZR7MAAW","51014477","2014-12-15"
"","rol I&S","ARE","2999-12-31","Control I&S","CTRL-GPRF","","false","01230000000bdAkAAI","51014408","2014-12-16"
"","unts Payable team 2","BA5","2999-12-31","Accounts Payable team 2","OP-AP-T3","","false","012a0000001ZR7MAAW","51014409","2015-01-01"
"","ing International","ARE","2999-12-31","Billing International","FA-BINT","","false","01230000000bdAkAAI","51014415","2014-12-23"
"","Import","TM","2999-12-31","ScIP Import","SCIPIMP","19181","false","012a0000001ZR7MAAW","51014417","2014-12-24"
"","Export","TM","2999-12-31","ScIP Export","SCIPEXP","19182","false","012a0000001ZR7MAAW","51014418","2014-12-24"
"","CAA/transport","TM","2999-12-31","ScIP CAA/transport","SCIPCAA","19183","false","012a0000001ZR7MAAW","51014419","2014-12-24"
"","Declaranten","TM","2999-12-31","ScIP Declaranten","SCIPDEC","19184","false","012a0000001ZR7MAAW","51014420","2014-12-24"
"","","BA4","2999-12-31","BRT","P&I BRT","","false","012a0000001ZR7MAAW","51014421","2014-12-30"
"","s B to B","BA5","2999-12-31","Sales B to B","SB-TO-B","19186","false","012a0000001ZR7MAAW","51014422","2014-12-30"
"","sportplanning","BA5","2999-12-31","Transportplanning","PNP-TPP","19188","false","012a0000001ZR7MAAW","51014480","2014-12-30"
"","T-AU01","TM","2999-12-31","BT-HT-AU01","BT-HT-AU01","19193","false","01230000000bdAnAAI","51014487","2015-01-06"
"","V-TL10","TML","2999-12-31","BZ-DV-TL10","BZ-DV-TL10","","false","012a0000001ZQt4AAG","51014616","2015-01-06"
"","EVENTER-7203E","TM","2999-12-31","BT-DEVENTER-7203E","BT-7203E","19302","false","01230000000bdAnAAI","51014550","2015-01-06"
"","EVENTER-7423A","TM","2999-12-31","BT-DEVENTER-7423A","BT-7423A","19305","false","01230000000bdAnAAI","51014553","2015-01-06"
"","EVENTER-7207J","TM","2999-12-31","BT-DEVENTER-7207J","BT-7207J","19306","false","01230000000bdAnAAI","51014554","2015-01-06"
"","EVENTER-7251D","TM","2999-12-31","BT-DEVENTER-7251D","BT-7251D","19307","false","01230000000bdAnAAI","51014555","2015-01-06"
"","EVENTER-7263S","TM","2999-12-31","BT-DEVENTER-7263S","BT-7263S","19308","false","01230000000bdAnAAI","51014556","2015-01-06"
"","EVENTER-7312L","TM","2999-12-31","BT-DEVENTER-7312L","BT-7312L","19309","false","01230000000bdAnAAI","51014557","2015-01-06"
"","EVENTER-7313X","TM","2999-12-31","BT-DEVENTER-7313X","BT-7313X","19310","false","01230000000bdAnAAI","51014558","2015-01-06"
"","EVENTER-7323E","TM","2999-12-31","BT-DEVENTER-7323E","BT-7323E","19311","false","01230000000bdAnAAI","51014559","2015-01-06"
"","EVENTER-8162A","TM","2999-12-31","BT-DEVENTER-8162A","BT-8162A","19314","false","01230000000bdAnAAI","51014562","2015-01-06"
"","EVENTER-8171M","TM","2999-12-31","BT-DEVENTER-8171M","BT-8171M","19315","false","01230000000bdAnAAI","51014563","2015-01-06"
"","EVENTER-8191A","TM","2999-12-31","BT-DEVENTER-8191A","BT-8191A","19316","false","01230000000bdAnAAI","51014564","2015-01-06"
"","EVENTER-7329X","TM","2999-12-31","BT-DEVENTER-7329X","BT-7329X","19317","false","01230000000bdAnAAI","51014565","2015-01-06"
"","TW-BZ","TM","2999-12-31","ADM-TW-BZ","ADM-TW-BZ","19217","false","01230000000bdAnAAI","51014587","2015-01-07"
"","L-TL07","TML","2999-12-31","BZ-ZL-TL07","BZ-ZL-TL07","","false","012a0000001ZQt4AAG","51014589","2015-01-07"
"","L-TL08","TML","2999-12-31","BZ-ZL-TL08","BZ-ZL-TL08","","false","012a0000001ZQt4AAG","51014590","2015-01-07"
"","L-TL09","TML","2999-12-31","BZ-ZL-TL09","BZ-ZL-TL09","","false","012a0000001ZQt4AAG","51014591","2015-01-07"
"","L-TL10","TML","2999-12-31","BZ-ZL-TL10","BZ-ZL-TL10","","false","012a0000001ZQt4AAG","51014592","2015-01-07"
"","WOLLE-7701C","TM","2999-12-31","BT-ZWOLLE-7701C","BT-7701C","19224","false","01230000000bdAnAAI","51014594","2015-01-07"
"","WOLLE-8302P","TM","2999-12-31","BT-ZWOLLE-8302P","BT-8302P","19225","false","01230000000bdAnAAI","51014595","2015-01-07"
"","WOLLE-8308B","TM","2999-12-31","BT-ZWOLLE-8308B","BT-8308B","19226","false","01230000000bdAnAAI","51014596","2015-01-07"
"","WOLLE-8322B","TM","2999-12-31","BT-ZWOLLE-8322B","BT-8322B","19227","false","01230000000bdAnAAI","51014597","2015-01-07"
"","WOLLE-8251R","TM","2999-12-31","BT-ZWOLLE-8251R","BT-8251R","19228","false","01230000000bdAnAAI","51014598","2015-01-07"
"","WOLLE-8261E","TM","2999-12-31","BT-ZWOLLE-8261E","BT-8261E","19229","false","01230000000bdAnAAI","51014599","2015-01-07"
"","WOLLE-8271V","TM","2999-12-31","BT-ZWOLLE-8271V","BT-8271V","19230","false","01230000000bdAnAAI","51014600","2015-01-07"
"","WOLLE-8223C","TM","2999-12-31","BT-ZWOLLE-8223C","BT-8223C","19231","false","01230000000bdAnAAI","51014601","2015-01-07"
"","WOLLE-8232Z","TM","2999-12-31","BT-ZWOLLE-8232Z","BT-8232Z","19232","false","01230000000bdAnAAI","51014602","2015-01-07"
"","WOLLE-8255P","TM","2999-12-31","BT-ZWOLLE-8255P","BT-8255P","19233","false","01230000000bdAnAAI","51014603","2015-01-07"
"","BT-7973K","TM","2999-12-31","ASN BT-7973K","BT-7973K","19236","false","01230000000bdAnAAI","51014606","2015-01-07"
"","BT-8331E","TM","2999-12-31","ASN BT-8331E","BT-8331E","19237","false","01230000000bdAnAAI","51014607","2015-01-07"
"","WOLLE-8072A","TM","2999-12-31","BT-ZWOLLE-8072A","BT-8072A","19238","false","01230000000bdAnAAI","51014608","2015-01-07"
"","WOLLE-8081X","TM","2999-12-31","BT-ZWOLLE-8081X","BT-8081X","19239","false","01230000000bdAnAAI","51014609","2015-01-07"
"","WOLLE-8096A","TM","2999-12-31","BT-ZWOLLE-8096A","BT-8096A","19240","false","01230000000bdAnAAI","51014610","2015-01-07"
"","WOLLE-8013T","TM","2999-12-31","BT-ZWOLLE-8013T","BT-8013T","19241","false","01230000000bdAnAAI","51014611","2015-01-07"
"","WOLLE-8032H","TM","2999-12-31","BT-ZWOLLE-8032H","BT-8032H","19242","false","01230000000bdAnAAI","51014612","2015-01-07"
"","L-AU01","TM","2999-12-31","BT-ZL-AU01","BT-ZL-AU01","19243","false","01230000000bdAnAAI","51014613","2015-01-07"
"","&Maas-BT-6023A","TM","2999-12-31","Peel&Maas-BT-6023A","BT-6023A","19248","false","01230000000bdAnAAI","51014488","2015-01-07"
"","&Maas-BT-6035A","TM","2999-12-31","Peel&Maas-BT-6035A","BT-6035A","19249","false","01230000000bdAnAAI","51014489","2015-01-07"
"","&Maas-BT-6002A","TM","2999-12-31","Peel&Maas-BT-6002A","BT-6002A","19250","false","01230000000bdAnAAI","51014490","2015-01-07"
"","&Maas-BT-6004T","TM","2999-12-31","Peel&Maas-BT-6004T","BT-6004T","19251","false","01230000000bdAnAAI","51014491","2015-01-07"
"","&Maas-BT-6013R","TM","2999-12-31","Peel&Maas-BT-6013R","BT-6013R","19252","false","01230000000bdAnAAI","51014492","2015-01-07"
"","te Bezorgen","VST","2999-12-31","Twente Bezorgen","TW-BZ","19260","false","01230000000bdAnAAI","51014508","2015-01-07"
"","W-TL01","TML","2999-12-31","BZ-TW-TL01","BZ-TW-TL01","","false","012a0000001ZQt4AAG","51014509","2015-01-07"
"","W-TL02","TML","2999-12-31","BZ-TW-TL02","BZ-TW-TL02","","false","012a0000001ZQt4AAG","51014510","2015-01-07"
"","W-TL03","TML","2999-12-31","BZ-TW-TL03","BZ-TW-TL03","","false","012a0000001ZQt4AAG","51014511","2015-01-07"
"","W-TL04","TML","2999-12-31","BZ-TW-TL04","BZ-TW-TL04","","false","012a0000001ZQt4AAG","51014512","2015-01-07"
"","W-TL05","TML","2999-12-31","BZ-TW-TL05","BZ-TW-TL05","","false","012a0000001ZQt4AAG","51014513","2015-01-07"
"","W-TL06","TML","2999-12-31","BZ-TW-TL06","BZ-TW-TL06","","false","012a0000001ZQt4AAG","51014514","2015-01-07"
"","W-TL07","TML","2999-12-31","BZ-TW-TL07","BZ-TW-TL07","","false","012a0000001ZQt4AAG","51014515","2015-01-07"
"","W-TL08","TML","2999-12-31","BZ-TW-TL08","BZ-TW-TL08","","false","012a0000001ZQt4AAG","51014516","2015-01-07"
"","W-TL09","TML","2999-12-31","BZ-TW-TL09","BZ-TW-TL09","","false","012a0000001ZQt4AAG","51014517","2015-01-07"
"","W-TL10","TML","2999-12-31","BZ-TW-TL10","BZ-TW-TL10","","false","012a0000001ZQt4AAG","51014518","2015-01-07"
"","WENTE-7558X","TM","2999-12-31","BT-TWENTE-7558X","BT-7558X","19271","false","01230000000bdAnAAI","51014519","2015-01-07"
"","WENTE-7554T","TM","2999-12-31","BT-TWENTE-7554T","BT-7554T","19272","false","01230000000bdAnAAI","51014520","2015-01-07"
"","WENTE-7556M","TM","2999-12-31","BT-TWENTE-7556M","BT-7556M","19273","false","01230000000bdAnAAI","51014521","2015-01-07"
"","WENTE-7561A","TM","2999-12-31","BT-TWENTE-7561A","BT-7561A","19274","false","01230000000bdAnAAI","51014522","2015-01-07"
"","WENTE-7622T","TM","2999-12-31","BT-TWENTE-7622T","BT-7622T","19275","false","01230000000bdAnAAI","51014523","2015-01-07"
"","WENTE-7606E","TM","2999-12-31","BT-TWENTE-7606E","BT-7606E","19276","false","01230000000bdAnAAI","51014524","2015-01-07"
"","WENTE-7603V","TM","2999-12-31","BT-TWENTE-7603V","BT-7603V","19277","false","01230000000bdAnAAI","51014525","2015-01-07"
"","WENTE-7608H","TM","2999-12-31","BT-TWENTE-7608H","BT-7608H","19278","false","01230000000bdAnAAI","51014526","2015-01-07"
"","WENTE-7641X","TM","2999-12-31","BT-TWENTE-7641X","BT-7641X","19280","false","01230000000bdAnAAI","51014528","2015-01-07"
"","WENTE-7671E","TM","2999-12-31","BT-TWENTE-7671E","BT-7671E","19281","false","01230000000bdAnAAI","51014529","2015-01-07"
"","WENTE-7683A","TM","2999-12-31","BT-TWENTE-7683A","BT-7683A","19282","false","01230000000bdAnAAI","51014530","2015-01-07"
"","WENTE-7481G","TM","2999-12-31","BT-TWENTE-7481G","BT-7481G","19283","false","01230000000bdAnAAI","51014531","2015-01-07"
"","WENTE-7511D","TM","2999-12-31","BT-TWENTE-7511D","BT-7511D","19284","false","01230000000bdAnAAI","51014532","2015-01-07"
"","WENTE-7546P","TM","2999-12-31","BT-TWENTE-7546P","BT-7546P","19286","false","01230000000bdAnAAI","51014534","2015-01-07"
"","WENTE-7524C","TM","2999-12-31","BT-TWENTE-7524C","BT-7524C","19287","false","01230000000bdAnAAI","51014535","2015-01-07"
"","WENTE-7544X","TM","2999-12-31","BT-TWENTE-7544X","BT-7544X","19289","false","01230000000bdAnAAI","51014537","2015-01-07"
"","WENTE-7574A","TM","2999-12-31","BT-TWENTE-7574A","BT-7574A","19290","false","01230000000bdAnAAI","51014538","2015-01-07"
"","WENTE-7581D","TM","2999-12-31","BT-TWENTE-7581D","BT-7581D","19291","false","01230000000bdAnAAI","51014539","2015-01-07"
"","WENTE-7595A","TM","2999-12-31","BT-TWENTE-7595A","BT-7595A","19292","false","01230000000bdAnAAI","51014540","2015-01-07"
"","WENTE-7442G","TM","2999-12-31","BT-TWENTE-7442G","BT-7442G","19293","false","01230000000bdAnAAI","51014541","2015-01-07"
"","WENTE-7468E","TM","2999-12-31","BT-TWENTE-7468E","BT-7468E","19294","false","01230000000bdAnAAI","51014542","2015-01-07"
"","WENTE-7462L","TM","2999-12-31","BT-TWENTE-7462L","BT-7462L","19295","false","01230000000bdAnAAI","51014543","2015-01-07"
"","W-AU01","TM","2999-12-31","BT-TW-AU01","BT-TW-AU01","19300","false","01230000000bdAnAAI","51014548","2015-01-07"
"","W-AU02","TM","2999-12-31","BT-TW-AU02","BT-TW-AU02","19301","false","01230000000bdAnAAI","51014549","2015-01-07"
"","EVENTER-7333A","TM","2999-12-31","BT-DEVENTER-7333A","BT-7333A","19196","false","01230000000bdAnAAI","51014566","2015-01-06"
"","EVENTER-7351C","TM","2999-12-31","BT-DEVENTER-7351C","BT-7351C","19197","false","01230000000bdAnAAI","51014567","2015-01-06"
"","EVENTER-7391K","TM","2999-12-31","BT-DEVENTER-7391K","BT-7391K","19199","false","01230000000bdAnAAI","51014569","2015-01-06"
"","EVENTER-7274B","TM","2999-12-31","BT-DEVENTER-7274B","BT-7274B","19200","false","01230000000bdAnAAI","51014570","2015-01-06"
"","EVENTER-7415T","TM","2999-12-31","BT-DEVENTER-7415T","BT-7415T","19201","false","01230000000bdAnAAI","51014571","2015-01-06"
"","EVENTER-7413A","TM","2999-12-31","BT-DEVENTER-7413A","BT-7413A","19202","false","01230000000bdAnAAI","51014572","2015-01-06"
"","EVENTER-7475V","TM","2999-12-31","BT-DEVENTER-7475V","BT-7475V","19203","false","01230000000bdAnAAI","51014573","2015-01-06"
"","EVENTER-7496A","TM","2999-12-31","BT-DEVENTER-7496A","BT-7496A","19204","false","01230000000bdAnAAI","51014574","2015-01-06"
"","EVENTER-7002E","TM","2999-12-31","BT-DEVENTER-7002E","BT-7002E","19205","false","01230000000bdAnAAI","51014575","2015-01-06"
"","EVENTER-7025A","TM","2999-12-31","BT-DEVENTER-7025A","BT-7025A","19206","false","01230000000bdAnAAI","51014576","2015-01-06"
"","EVENTER-7038A","TM","2999-12-31","BT-DEVENTER-7038A","BT-7038A","19207","false","01230000000bdAnAAI","51014577","2015-01-06"
"","EVENTER-7064B","TM","2999-12-31","BT-DEVENTER-7064B","BT-7064B","19208","false","01230000000bdAnAAI","51014578","2015-01-06"
"","EVENTER-7071W","TM","2999-12-31","BT-DEVENTER-7071W","BT-7071W","19209","false","01230000000bdAnAAI","51014579","2015-01-06"
"","V-AU01","TM","2999-12-31","BT-DV-AU01","BT-DV-AU01","19214","false","01230000000bdAnAAI","51014584","2015-01-06"
"","V-AU02","TM","2999-12-31","BT-DV-AU02","BT-DV-AU02","19215","false","01230000000bdAnAAI","51014585","2015-01-06"
"","L-TL11","TML","2999-12-31","BZ-ZL-TL11","BZ-ZL-TL11","","false","012a0000001ZQt4AAG","51014494","2015-01-01"
"","BT-7941E","TM","2999-12-31","ASN BT-7941E","BT-7941E","19330","false","01230000000bdAnAAI","51014498","2015-01-01"
"","BT-7951B","TM","2999-12-31","ASN BT-7951B","BT-7951B","19331","false","01230000000bdAnAAI","51014499","2015-01-01"
"","L-TL06","TML","2999-12-31","BZ-ZL-TL06","BZ-ZL-TL06","","false","012a0000001ZQt4AAG","51014636","2015-01-01"
"","liance","BA4","2999-12-31","Compliance","AS-COMPL","","false","012a0000001ZR7MAAW","51014640","2015-01-27"
"","ering Ridderkerk 4","ARE","2999-12-31","Sortering Ridderkerk 4","DPRK-ST4","","false","01230000000bdAkAAI","51014641","2015-01-27"
"","ering Ridderkerk 4","TM","2999-12-31","Sortering Ridderkerk 4","DPRK-STT4","19352","false","01230000000bdAkAAI","51014642","2015-01-27"
"","elderse Vallei","VBG","2999-12-31","VC Gelderse Vallei","VC-GVL","19363","true","012a0000001ZR7RAAW","51014659","2015-01-29"
"","erse Vallei Voorbereiden","VST","2999-12-31","Gelderse Vallei Voorbereiden","GVL-VB","19364","false","01230000000bdAnAAI","51014660","2015-01-29"
"","VL-TL01","TML","2999-12-31","VB-GVL-TL01","VB-GVL-TL01","","false","012a0000001ZQt4AAG","51014661","2015-01-29"
"","VL-TL02","TML","2999-12-31","VB-GVL-TL02","VB-GVL-TL02","","false","012a0000001ZQt4AAG","51014662","2015-01-29"
"","VL-TL03","TML","2999-12-31","VB-GVL-TL03","VB-GVL-TL03","","false","012a0000001ZQt4AAG","51014663","2015-01-29"
"","VL01 434 435 436","TM","2999-12-31","VT-GVL01 434 435 436","VT-GVL01","19369","false","01230000000bdAnAAI","51014665","2015-01-29"
"","VL05","TM","2999-12-31","VT-GVL05","VT-GVL05","19370","false","01230000000bdAnAAI","51014666","2015-01-29"
"","VL03 440 441 442","TM","2999-12-31","VT-GVL03 440 441 442","VT-GVL03","19371","false","01230000000bdAnAAI","51014667","2015-01-29"
"","VL02 437 438 439","TM","2999-12-31","VT-GVL02 437 438 439","VT-GVL02","19372","false","01230000000bdAnAAI","51014668","2015-01-29"
"","VL04 444 445 446","TM","2999-12-31","VT-GVL04 444 445 446","VT-GVL04","19373","false","01230000000bdAnAAI","51014669","2015-01-29"
"","VL-VB","TM","2999-12-31","AD-GVL-VB","ADM-GVL-VB","19374","false","01230000000bdAnAAI","51014670","2015-01-29"
